# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
compiler.ArtifactManagerBridge.dropMappings.ms,1787283567235000000,1787283627285000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1787283567235000000,1787283627285000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1787283567235000000,1787283627285000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1787283567235000000,1787283627285000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1787283567235000000,1787283627285000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1787283567235000000,1787283627285000000,1
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1787283567235000000,1787283627285000000,2
compiler.ArtifactManagerBridge.findArtifact.ms,1787283567235000000,1787283627285000000,0
compiler.ArtifactManagerBridge.commit.ms,1787283567235000000,1787283627285000000,0
VFS.fileChildByName,1787283567235000000,1787283627285000000,2991
FileNameCache.totalMisses,1787283567235000000,1787283627285000000,0
VFS.invertedFileNameIndex.requests,1787283567235000000,1787283627285000000,6
FileNameCache.queries,1787283567235000000,1787283627285000000,0
VFS.fileByIdCache.misses,1787283567235000000,1787283627285000000,34
VFS.fileByIdCache.hits,1787283567235000000,1787283627285000000,0
jps.reload.project.entities.ms,1787283567235000000,1787283627285000000,0
workspaceModel.moduleBridge.before.changed.ms,1787283567235000000,1787283627285000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1787283567235000000,1787283627285000000,0
jps.global.initialize.library.bridges.after.loading.ms,1787283567235000000,1787283627285000000,2
jps.project.serializers.save.ms,1787283567235000000,1787283627285000000,10
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1787283567235000000,1787283627285000000,3
workspaceModel.mutableEntityStorage.to.snapshot.ms,1787283567235000000,1787283627285000000,6
workspaceModel.mutableEntityStorage.resolve.ms,1787283567235000000,1787283627285000000,0
jps.global.initialize.library.bridges.ms,1787283567235000000,1787283627285000000,1
workspaceModel.mutableEntityStorage.add.entity.ms,1787283567235000000,1787283627285000000,45
jps.facet.change.listener.before.change.events.ms,1787283567235000000,1787283627285000000,0
jps.library.entities.serializer.save.entities.ms,1787283567235000000,1787283627285000000,0
jps.project.serializers.load.ms,1787283567235000000,1787283627285000000,53
workspaceModel.load.cache.from.file.ms,1787283567235000000,1787283627285000000,343
jps.module.iml.entities.serializer.load.entities.ms,1787283567235000000,1787283627285000000,29
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1787283567235000000,1787283627285000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1787283567235000000,1787283627285000000,3
jps.global.handle.before.change.events.ms,1787283567235000000,1787283627285000000,0
workspaceModel.save.cache.to.file.ms,1787283567235000000,1787283627285000000,193
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1787283567235000000,1787283627285000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1787283567235000000,1787283627285000000,18
jps.global.get.libraries.ms,1787283567235000000,1787283627285000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1787283567235000000,1787283627285000000,0
workspaceModel.sync.entities.ms,1787283567235000000,1787283627285000000,0
workspaceModel.mutableEntityStorage.entities.ms,1787283567235000000,1787283627285000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1787283567235000000,1787283627285000000,0
jps.app.storage.content.reader.load.component.ms,1787283567235000000,1787283627285000000,11
jps.facet.change.listener.init.bridge.ms,1787283567235000000,1787283627285000000,1
workspaceModel.do.save.caches.ms,1787283567235000000,1787283627285000000,454
jps.global.handle.changed.events.ms,1787283567235000000,1787283627285000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1787283567235000000,1787283627285000000,2
workspaceModel.load.cache.metadata.from.file.ms,1787283567235000000,1787283627285000000,36
workspaceModel.global.updates.ms,1787283567235000000,1787283627285000000,17
workspaceModel.moduleBridge.facet.initialization.ms,1787283567235000000,1787283627285000000,1
workspaceModel.mutableEntityStorage.instances.count,1787283567235000000,1787283627285000000,27
jps.library.entities.serializer.load.entities.ms,1787283567235000000,1787283627285000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1787283567235000000,1787283627285000000,6
jps.app.storage.content.writer.save.component.ms,1787283567235000000,1787283627285000000,16
jps.global.get.library.ms,1787283567235000000,1787283627285000000,0
jps.load.project.to.empty.storage.ms,1787283567235000000,1787283627285000000,130
jps.facet.change.listener.process.change.events.ms,1787283567235000000,1787283627285000000,1
jps.apply.loaded.storage.ms,1787283567235000000,1787283627285000000,19
jps.module.iml.entities.serializer.save.entities.ms,1787283567235000000,1787283627285000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1787283567235000000,1787283627285000000,5
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1787283567235000000,1787283627285000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1787283567235000000,1787283627285000000,178
workspaceModel.moduleManagerBridge.create.module.instance.ms,1787283567235000000,1787283627285000000,0
