# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPageAllocationsWaited,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1787277545587000000,1787277605720000000,0
DirectByteBufferAllocator.hits,1787277545587000000,1787277605720000000,5
StorageLockContext.competingThreads.max,1787277545587000000,1787277605720000000,4
FilePageCache.maxCacheSizeInBytes,1787277545587000000,1787277605720000000,205537280
FilePageCache.pageLoadsAboveSizeThreshold,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalBytesRequested,1787277545587000000,1787277605720000000,0
MappedFileStorage.storages,1787277545587000000,1787277605720000000,10
DirectByteBufferAllocator.reclaimed,1787277545587000000,1787277605720000000,5
FilePageCache.totalPageLoadsUs,1787277545587000000,1787277605720000000,2084350
FilePageCacheLockFree.totalPagesWritten,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1787277545587000000,1787277605720000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalPagesReclaimed,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1787277545587000000,1787277605720000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1787277545587000000,1787277605720000000,7586579
FilePageCacheLockFree.totalBytesRead,1787277545587000000,1787277605720000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1787277545587000000,1787277605720000000,205537280
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1787277545587000000,1787277605720000000,19240
FilePageCacheLockFree.heapBytesInUse,1787277545587000000,1787277605720000000,0
StreamlinedBlobStorage.recordsAllocated,1787277545587000000,1787277605720000000,253
FilePageCacheLockFree.totalPagesRequestsMs,1787277545587000000,1787277605720000000,0
StreamlinedBlobStorage.recordsDeleted,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1787277545587000000,1787277605720000000,0
DirectByteBufferAllocator.disposed,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalPagesRequested,1787277545587000000,1787277605720000000,0
FilePageCache.capacityInBytes,1787277545587000000,1787277605720000000,503316478
FilePageCache.disposedBuffers,1787277545587000000,1787277605720000000,5
FilePageCacheLockFree.totalPagesWriteMs,1787277545587000000,1787277605720000000,0
DirectByteBufferAllocator.misses,1787277545587000000,1787277605720000000,198
FilePageCacheLockFree.totalPagesAllocated,1787277545587000000,1787277605720000000,0
FilePageCache.pageFastCacheHits,1787277545587000000,1787277605720000000,14235
FilePageCache.totalPageDisposalsUs,1787277545587000000,1787277605720000000,16977
FilePageCache.maxRegisteredFiles,1787277545587000000,1787277605720000000,545
StreamlinedBlobStorage.recordsRelocated,1787277545587000000,1787277605720000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1787277545587000000,1787277605720000000,5201
FilePageCacheLockFree.housekeeperTurnsDone,1787277545587000000,1787277605720000000,0
FilePageCache.pageLoads,1787277545587000000,1787277605720000000,203
MappedFileStorage.totalBytesMapped,1787277545587000000,1787277605720000000,177471488
FilePageCacheLockFree.totalNativeBytesReclaimed,1787277545587000000,1787277605720000000,0
MappedFileStorage.totalPagesMapped,1787277545587000000,1787277605720000000,10
StorageLockContext.competingThreads.avg,1787277545587000000,1787277605720000000,0.11304347826086956
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1787277545587000000,1787277605720000000,0
FilePageCache.uncachedFileAccess,1787277545587000000,1787277605720000000,342
FilePageCache.pageHits,1787277545587000000,1787277605720000000,0
StorageLockContext.competingThreads.90P,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalBytesWritten,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalPagesHandedOver,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.nativeBytesInUse,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalPagesReadMs,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1787277545587000000,1787277605720000000,0
FlushQueue.executionTimeMaxNs,1787277545587000000,1787277605720000000,1476395007
ReadAction.executionsCount,1787277545587000000,1787277605720000000,1799
AWTEventQueue.dispatchTimeTotalNS,1787277545587000000,1787277605720000000,10001988330
FlushQueue.queueSizeAvg,1787277545587000000,1787277605720000000,24.259515570934255
FlushQueue.tasksExecuted,1787277545587000000,1787277605720000000,289
AWTEventQueue.dispatchTimeMaxNs,1787277545587000000,1787277605720000000,1895825407
AWTEventQueue.dispatchTime90PNs,1787277545587000000,1787277605720000000,10420223
FlushQueue.waitingTimeMaxNs,1787277545587000000,1787277605720000000,3472883711
WriteAction.executionsCount,1787277545587000000,1787277605720000000,17
NonBlockingReadAction.failedExecutionsCount,1787277545587000000,1787277605720000000,2
FlushQueue.executionTimeAvgNs,1787277545587000000,1787277605720000000,2.100566488581315E7
NonBlockingReadAction.failedExecutionTimeUs,1787277545587000000,1787277605720000000,189619
FlushQueue.waitingTimeAvgNs,1787277545587000000,1787277605720000000,5.002578690657439E8
NonBlockingReadAction.finalizedExecutionTimeUs,1787277545587000000,1787277605720000000,971321
AWTEventQueue.eventsDispatched,1787277545587000000,1787277605720000000,1153
NonBlockingReadAction.finalizedExecutionsCount,1787277545587000000,1787277605720000000,19
FlushQueue.queueSizeMax,1787277545587000000,1787277605720000000,100
FlushQueue.executionTime90PNs,1787277545587000000,1787277605720000000,23986175
AWTEventQueue.dispatchTimeAvgNs,1787277545587000000,1787277605720000000,8672074.102341717
FlushQueue.waitingTime90PNs,1787277545587000000,1787277605720000000,1535115263
FlushQueue.queueSize90P,1787277545587000000,1787277605720000000,84
cacheStateStorage.get.counter,1787277545587000000,1787277605720000000,13
cacheStateStorage.set.duration,1787277545587000000,1787277605720000000,163
cacheStateStorage.set.counter,1787277545587000000,1787277605720000000,1
cacheStateStorage.get.duration,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1787277545587000000,1787277605720000000,2
jps.modifiable.module.model.bridge.new.module.ms,1787277545587000000,1787277605720000000,187
jps.project.serializers.save.ms,1787277545587000000,1787277605720000000,0
jps.artifact.entities.serializer.save.entities.ms,1787277545587000000,1787277605720000000,0
jps.global.initialize.library.bridges.ms,1787277545587000000,1787277605720000000,2
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1787277545587000000,1787277605720000000,4
jps.load.initial.state.ms,1787277545587000000,1787277605720000000,46
workspaceModel.global.updates.ms,1787277545587000000,1787277605720000000,64
jps.reload.project.entities.ms,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.entities.ms,1787277545587000000,1787277605720000000,4
jps.global.handle.changed.events.ms,1787277545587000000,1787277605720000000,0
jps.app.storage.content.reader.load.component.ms,1787277545587000000,1787277605720000000,4
workspaceModel.load.cache.from.file.ms,1787277545587000000,1787277605720000000,2
jps.global.initialize.library.bridges.after.loading.ms,1787277545587000000,1787277605720000000,5
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1787277545587000000,1787277605720000000,19
workspaceModel.load.cache.metadata.from.file.ms,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1787277545587000000,1787277605720000000,0
jps.global.get.library.ms,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1787277545587000000,1787277605720000000,77
workspaceModel.global.apply.state.to.project.builder.ms,1787277545587000000,1787277605720000000,22
workspaceModel.mutableEntityStorage.to.snapshot.ms,1787277545587000000,1787277605720000000,9
jps.facet.change.listener.process.change.events.ms,1787277545587000000,1787277605720000000,1
workspaceModel.orphan.listener.update.ms,1787277545587000000,1787277605720000000,7
jps.global.get.library.by.name.ms,1787277545587000000,1787277605720000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1787277545587000000,1787277605720000000,0
jps.facet.change.listener.init.bridge.ms,1787277545587000000,1787277605720000000,1
workspaceModel.moduleManagerBridge.build.module.graph.ms,1787277545587000000,1787277605720000000,6
workspaceModel.do.save.caches.ms,1787277545587000000,1787277605720000000,133
jps.save.changed.project.entities.ms,1787277545587000000,1787277605720000000,0
jps.app.storage.content.writer.save.component.ms,1787277545587000000,1787277605720000000,80
workspaceModel.mutableEntityStorage.replace.by.source.ms,1787277545587000000,1787277605720000000,21
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1787277545587000000,1787277605720000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1787277545587000000,1787277605720000000,0
workspaceModel.global.apply.state.to.project.ms,1787277545587000000,1787277605720000000,0
jps.modifiable.module.model.bridge.renaming.ms,1787277545587000000,1787277605720000000,0
workspaceModel.save.cache.to.file.ms,1787277545587000000,1787277605720000000,298
workspaceModel.moduleManagerBridge.load.module.ms,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1787277545587000000,1787277605720000000,7
workspaceModel.sync.entities.ms,1787277545587000000,1787277605720000000,15
jps.project.serializers.load.ms,1787277545587000000,1787277605720000000,5
workspaceModel.mutableEntityStorage.has.same.entities.ms,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1787277545587000000,1787277605720000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1787277545587000000,1787277605720000000,0
jps.load.project.to.empty.storage.ms,1787277545587000000,1787277605720000000,76
jps.global.handle.before.change.events.ms,1787277545587000000,1787277605720000000,0
workspaceModel.moduleBridge.before.changed.ms,1787277545587000000,1787277605720000000,0
jps.modifiable.module.model.bridge.disposing.ms,1787277545587000000,1787277605720000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1787277545587000000,1787277605720000000,0
jps.library.entities.serializer.save.entities.ms,1787277545587000000,1787277605720000000,0
jps.library.entities.serializer.load.entities.ms,1787277545587000000,1787277605720000000,1
jps.save.global.entities.ms,1787277545587000000,1787277605720000000,363
jps.global.get.libraries.ms,1787277545587000000,1787277605720000000,3
jps.modifiable.module.model.bridge.load.module.ms,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.instances.count,1787277545587000000,1787277605720000000,26
workspaceModel.moduleManagerBridge.create.module.instance.ms,1787277545587000000,1787277605720000000,164
workspaceModel.moduleBridgeLoader.loading.modules.ms,1787277545587000000,1787277605720000000,492
workspaceModel.moduleManagerBridge.load.all.modules.ms,1787277545587000000,1787277605720000000,5
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1787277545587000000,1787277605720000000,0
jps.artifact.entities.serializer.load.entities.ms,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1787277545587000000,1787277605720000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1787277545587000000,1787277605720000000,42
jps.apply.loaded.storage.ms,1787277545587000000,1787277605720000000,215
jps.facet.change.listener.before.change.events.ms,1787277545587000000,1787277605720000000,0
workspaceModel.moduleBridge.update.option.ms,1787277545587000000,1787277605720000000,0
jps.storage.jps.conf.reader.load.component.ms,1787277545587000000,1787277605720000000,4
workspaceModel.global.updates.count,1787277545587000000,1787277605720000000,2
compiler.ArtifactManagerBridge.commit.ms,1787277545587000000,1787277605720000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1787277545587000000,1787277605720000000,6
compiler.ArtifactManagerBridge.getArtifacts.ms,1787277545587000000,1787277605720000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1787277545587000000,1787277605720000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1787277545587000000,1787277605720000000,5
compiler.ArtifactManagerBridge.findArtifact.ms,1787277545587000000,1787277605720000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1787277545587000000,1787277605720000000,0
writeAction.max.wait.ms,1787277545587000000,1787277605720000000,58
writeAction.count,1787277545587000000,1787277605720000000,18
writeAction.wait.ms,1787277545587000000,1787277605720000000,60
writeAction.median.wait.ms,1787277545587000000,1787277605720000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1787277545587000000,1787277605720000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1787277545587000000,1787277605720000000,34
workspaceModel.cachedValueWithParameters.from.cache.ms,1787277545587000000,1787277605720000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1787277545587000000,1787277605720000000,23
workspaceModel.loading.from.cache.ms,1787277545587000000,1787277605720000000,4
workspaceModel.update.unloaded.entities.ms,1787277545587000000,1787277605720000000,0
workspaceModel.cachedValue.from.cache.ms,1787277545587000000,1787277605720000000,0
workspaceModel.cachedValue.calculated.ms,1787277545587000000,1787277605720000000,27
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1787277545587000000,1787277605720000000,24
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1787277545587000000,1787277605720000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1787277545587000000,1787277605720000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1787277545587000000,1787277605720000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1787277545587000000,1787277605720000000,0
workspaceModel.updates.precise.ms,1787277545587000000,1787277605720000000,3
workspaceModel.to.snapshot.ms,1787277545587000000,1787277605720000000,0
workspaceModel.cachedValue.clear.ms,1787277545587000000,1787277605720000000,0
workspaceModel.check.recursive.update.ms,1787277545587000000,1787277605720000000,12
workspaceModel.workspaceFileIndexData.init.ms,1787277545587000000,1787277605720000000,10
workspaceModel.collect.changes.ms,1787277545587000000,1787277605720000000,1
workspaceModel.full.replace.project.model.ms,1787277545587000000,1787277605720000000,203
workspaceModel.workspaceFileIndexData.instances.count,1787277545587000000,1787277605720000000,1
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1787277545587000000,1787277605720000000,136
workspaceModel.updates.count,1787277545587000000,1787277605720000000,2
workspaceModel.cachedValue.total.get.ms,1787277545587000000,1787277605720000000,27
workspaceModel.pre.handlers.ms,1787277545587000000,1787277605720000000,2
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1787277545587000000,1787277605720000000,23
workspaceModel.updates.ms,1787277545587000000,1787277605720000000,278
workspaceModel.workspaceFileIndexData.markDirty.ms,1787277545587000000,1787277605720000000,0
workspaceModel.initializing.ms,1787277545587000000,1787277605720000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1787277545587000000,1787277605720000000,0
workspaceModel.loading.total.ms,1787277545587000000,1787277605720000000,22
workspaceModel.cachedValueWithParameters.clear.ms,1787277545587000000,1787277605720000000,0
workspaceModel.replace.project.model.ms,1787277545587000000,1787277605720000000,0
workspaceModel.init.bridges.ms,1787277545587000000,1787277605720000000,6
Indexes.entries.lookupDurationAvgMs,1787277545587000000,1787277605720000000,37.875
Indexes.allKeys.lookupDurationAvgMs,1787277545587000000,1787277605720000000,0.0
Indexes.entries.lookups,1787277545587000000,1787277605720000000,8.0
Indexes.allKeys.lookups,1787277545587000000,1787277605720000000,0.0
Indexes.entries.lookupDurationMaxMs,1787277545587000000,1787277605720000000,96.0
Indexes.allKeys.lookupDuration90PMs,1787277545587000000,1787277605720000000,0.0
Indexes.stubs.lookupDurationAvgMs,1787277545587000000,1787277605720000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1787277545587000000,1787277605720000000,0.0
Indexes.stubs.lookupDuration90PMs,1787277545587000000,1787277605720000000,0.0
IndexesFlusher.totalFlushes,1787277545587000000,1787277605720000000,94
IndexesFlusher.totalFlushingTimeUs,1787277545587000000,1787277605720000000,1243429
Indexes.entries.lookupDuration90PMs,1787277545587000000,1787277605720000000,96.0
IndexesFlusher.totalFlushesRetried,1787277545587000000,1787277605720000000,2
Indexes.stubs.lookupDurationMaxMs,1787277545587000000,1787277605720000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1787277545587000000,1787277605720000000,52
Indexes.stubs.lookups,1787277545587000000,1787277605720000000,0.0
VFS.fileChildByName,1787277545587000000,1787277605720000000,1970
FileNameCache.queries,1787277545587000000,1787277605720000000,250304
VFS.invertedFileNameIndex.requests,1787277545587000000,1787277605720000000,0
VFS.fileByIdCache.hits,1787277545587000000,1787277605720000000,0
VFS.fileByIdCache.misses,1787277545587000000,1787277605720000000,0
FileNameCache.totalMisses,1787277545587000000,1787277605720000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1787277605720000000,1787277665715000000,0
DirectByteBufferAllocator.hits,1787277605720000000,1787277665715000000,0
StorageLockContext.competingThreads.max,1787277605720000000,1787277665715000000,1
FilePageCache.maxCacheSizeInBytes,1787277605720000000,1787277665715000000,330317824
FilePageCache.pageLoadsAboveSizeThreshold,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalBytesRequested,1787277605720000000,1787277665715000000,0
MappedFileStorage.storages,1787277605720000000,1787277665715000000,14
DirectByteBufferAllocator.reclaimed,1787277605720000000,1787277665715000000,0
FilePageCache.totalPageLoadsUs,1787277605720000000,1787277665715000000,251020
FilePageCacheLockFree.totalPagesWritten,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1787277605720000000,1787277665715000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalPagesReclaimed,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1787277605720000000,1787277665715000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1787277605720000000,1787277665715000000,7808484
FilePageCacheLockFree.totalBytesRead,1787277605720000000,1787277665715000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1787277605720000000,1787277665715000000,330317824
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1787277605720000000,1787277665715000000,2000820
FilePageCacheLockFree.heapBytesInUse,1787277605720000000,1787277665715000000,0
StreamlinedBlobStorage.recordsAllocated,1787277605720000000,1787277665715000000,27910
FilePageCacheLockFree.totalPagesRequestsMs,1787277605720000000,1787277665715000000,0
StreamlinedBlobStorage.recordsDeleted,1787277605720000000,1787277665715000000,22
FilePageCacheLockFree.housekeeperTimeSpentMs,1787277605720000000,1787277665715000000,0
DirectByteBufferAllocator.disposed,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalPagesRequested,1787277605720000000,1787277665715000000,0
FilePageCache.capacityInBytes,1787277605720000000,1787277665715000000,503316478
FilePageCache.disposedBuffers,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalPagesWriteMs,1787277605720000000,1787277665715000000,0
DirectByteBufferAllocator.misses,1787277605720000000,1787277665715000000,119
FilePageCacheLockFree.totalPagesAllocated,1787277605720000000,1787277665715000000,0
FilePageCache.pageFastCacheHits,1787277605720000000,1787277665715000000,5952712
FilePageCache.totalPageDisposalsUs,1787277605720000000,1787277665715000000,461
FilePageCache.maxRegisteredFiles,1787277605720000000,1787277665715000000,555
StreamlinedBlobStorage.recordsRelocated,1787277605720000000,1787277665715000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1787277605720000000,1787277665715000000,402164
FilePageCacheLockFree.housekeeperTurnsDone,1787277605720000000,1787277665715000000,0
FilePageCache.pageLoads,1787277605720000000,1787277665715000000,119
MappedFileStorage.totalBytesMapped,1787277605720000000,1787277665715000000,194248704
FilePageCacheLockFree.totalNativeBytesReclaimed,1787277605720000000,1787277665715000000,0
MappedFileStorage.totalPagesMapped,1787277605720000000,1787277665715000000,14
StorageLockContext.competingThreads.avg,1787277605720000000,1787277665715000000,0.03333333333333333
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1787277605720000000,1787277665715000000,0
FilePageCache.uncachedFileAccess,1787277605720000000,1787277665715000000,271
FilePageCache.pageHits,1787277605720000000,1787277665715000000,258170
StorageLockContext.competingThreads.90P,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalBytesWritten,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalPagesHandedOver,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.nativeBytesInUse,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalPagesReadMs,1787277605720000000,1787277665715000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1787277605720000000,1787277665715000000,0
FlushQueue.executionTimeMaxNs,1787277605720000000,1787277665715000000,4831838207
ReadAction.executionsCount,1787277605720000000,1787277665715000000,212741
AWTEventQueue.dispatchTimeTotalNS,1787277605720000000,1787277665715000000,12582722283
FlushQueue.queueSizeAvg,1787277605720000000,1787277665715000000,13.620651369356032
FlushQueue.tasksExecuted,1787277605720000000,1787277665715000000,2702
AWTEventQueue.dispatchTimeMaxNs,1787277605720000000,1787277665715000000,1560281087
AWTEventQueue.dispatchTime90PNs,1787277605720000000,1787277665715000000,2605055
FlushQueue.waitingTimeMaxNs,1787277605720000000,1787277665715000000,3103784959
WriteAction.executionsCount,1787277605720000000,1787277665715000000,12
NonBlockingReadAction.failedExecutionsCount,1787277605720000000,1787277665715000000,2
FlushQueue.executionTimeAvgNs,1787277605720000000,1787277665715000000,3506109.646188009
NonBlockingReadAction.failedExecutionTimeUs,1787277605720000000,1787277665715000000,25049
FlushQueue.waitingTimeAvgNs,1787277605720000000,1787277665715000000,7.19854113042191E7
NonBlockingReadAction.finalizedExecutionTimeUs,1787277605720000000,1787277665715000000,69298978
AWTEventQueue.eventsDispatched,1787277605720000000,1787277665715000000,6049
NonBlockingReadAction.finalizedExecutionsCount,1787277605720000000,1787277665715000000,38387
FlushQueue.queueSizeMax,1787277605720000000,1787277665715000000,138
FlushQueue.executionTime90PNs,1787277605720000000,1787277665715000000,835583
AWTEventQueue.dispatchTimeAvgNs,1787277605720000000,1787277665715000000,2079738.3078194743
FlushQueue.waitingTime90PNs,1787277605720000000,1787277665715000000,398458879
FlushQueue.queueSize90P,1787277605720000000,1787277665715000000,82
cacheStateStorage.get.counter,1787277605720000000,1787277665715000000,14
cacheStateStorage.set.duration,1787277605720000000,1787277665715000000,124
cacheStateStorage.set.counter,1787277605720000000,1787277665715000000,6
cacheStateStorage.get.duration,1787277605720000000,1787277665715000000,158
workspaceModel.mutableEntityStorage.modify.entity.ms,1787277605720000000,1787277665715000000,0
jps.modifiable.module.model.bridge.new.module.ms,1787277605720000000,1787277665715000000,0
jps.project.serializers.save.ms,1787277605720000000,1787277665715000000,175
jps.artifact.entities.serializer.save.entities.ms,1787277605720000000,1787277665715000000,0
jps.global.initialize.library.bridges.ms,1787277605720000000,1787277665715000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1787277605720000000,1787277665715000000,0
jps.load.initial.state.ms,1787277605720000000,1787277665715000000,0
workspaceModel.global.updates.ms,1787277605720000000,1787277665715000000,0
jps.reload.project.entities.ms,1787277605720000000,1787277665715000000,2
jps.module.iml.entities.serializer.load.entities.ms,1787277605720000000,1787277665715000000,0
workspaceModel.mutableEntityStorage.entities.ms,1787277605720000000,1787277665715000000,0
jps.global.handle.changed.events.ms,1787277605720000000,1787277665715000000,0
jps.app.storage.content.reader.load.component.ms,1787277605720000000,1787277665715000000,0
workspaceModel.load.cache.from.file.ms,1787277605720000000,1787277665715000000,0
jps.global.initialize.library.bridges.after.loading.ms,1787277605720000000,1787277665715000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1787277605720000000,1787277665715000000,0
workspaceModel.load.cache.metadata.from.file.ms,1787277605720000000,1787277665715000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1787277605720000000,1787277665715000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1787277605720000000,1787277665715000000,0
jps.global.get.library.ms,1787277605720000000,1787277665715000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1787277605720000000,1787277665715000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1787277605720000000,1787277665715000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1787277605720000000,1787277665715000000,0
jps.facet.change.listener.process.change.events.ms,1787277605720000000,1787277665715000000,0
